,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,label
1,3.1638439481916594,4.6205478874549675,-5.273969391519546,3.6872577712319616,0.9416395255171768,4.938283795798537,-2.690610631853863,-12.581824677130705,5.926326048081548,1.2665949768836957,10.060630564932358,-4.955188534945149,-4.78231873342402,-3.9278864057009293,1.7079095301814693,-12.787500359435588,1
1,9.609556404152517,3.3146032107443624,15.666786064485647,-3.611734330164582,18.18080107159287,2.165626308444617,-4.948039079157771,2.871593621798766,9.151106797297341,-3.789760104604068,5.30378364090971,-10.0793616535812,-7.032595275259943,-13.945381555957612,-0.08778613264002333,-12.160236678285882,1
1,7.7333638034194925,2.692651115530599,3.1662823765161017,-0.13516376262401675,9.172739283098693,18.76130002325429,-4.12496943778231,-8.662827342889974,2.370662277008379,7.368827373347486,-2.144821173267105,-5.313419438841888,-6.12894310626346,1.6214587267179859,3.6241661382693096,-12.829076440629024,1
0,-3.64881715779751,-3.3499881935203124,-1.7740750029893793,-2.0209611713742808,6.296207984279382,3.6226603561453454,6.76246899068526,-7.723620402498688,0.5982833093472717,-12.04531200477783,0.23709535632487289,-7.405540822885259,2.8307880316254304,11.81422378931341,6.355186120300759,4.23728766128349,0
1,10.920581251636932,6.982726319894017,13.25570999630408,9.691196060403415,3.1780639683656053,14.62931139833358,2.7653891623500577,-8.43695083123304,9.012517320558908,2.116101273403335,7.420448652385298,0.4584924043607277,-8.68343001002782,-4.980940302318555,-2.5801316698131416,-16.533143305855454,1
1,14.21401146561864,10.405142318076795,2.3585417937791244,2.8130709436217853,-0.3678023536773374,3.2401504800434093,2.0184834853938014,-15.029524085160993,2.0654576240305556,8.008817940794438,-1.3416782233091304,3.483186719892969,2.639423016900496,-8.046171098475645,3.512169329323254,-0.39719941777069856,1
0,-3.054719751375502,4.360361882712629,-10.998073460683095,1.5250425620927963,1.2613372972118804,2.357233075084933,5.337131983353656,-14.349045295646189,0.5003098582641794,-11.47975976866992,6.402439243849349,-9.640785957105937,5.566526124637866,19.48912096480983,-0.6089195777720458,2.6315222823443642,0
0,-2.27440699997595,11.566954215889758,-13.163982633489582,-9.033866913560527,7.858892918779218,9.567477116604813,3.8594581067896065,-7.012074550371264,-2.6180370862499562,-12.80236301447153,-4.511929632389253,-10.517771439375931,13.506531587353047,6.16110481229814,-2.9100664795742857,3.7112959023923295,0
0,-8.808587493915208,-1.7431537145278604,-10.568392738477785,-4.573112513916795,8.1858113899013,-2.0712270649861626,11.19789060880274,-9.261935610759107,-2.5839701033232068,-5.537738976101896,4.9267530477995845,-11.922548388615137,3.1739665692477255,9.25088441204593,-3.120891027871044,7.685502772290882,0
1,15.812185563075605,14.980348869828008,4.065517463272811,-2.6271670953727706,6.523517035499728,1.6018846843921342,3.5302416159223924,-5.523457576784214,3.200958645284474,0.6358161082446525,-4.972802283908081,-8.719560784174028,-4.763740350400468,-4.282409572399018,3.2165735324772897,-7.120099707163776,1
1,3.224416635739499,-5.6108385872074145,-2.650784851829544,-1.5357816808770846,18.664672931569697,7.80765626707851,-2.381990882530658,-14.271224826987318,3.8930518151945064,3.215543281841187,-2.9317400015030004,-5.85826455711571,-4.96577669928778,0.7000627339326977,2.498823536047573,-8.841749258987385,1
0,-7.0993054579720845,1.867717714536055,-7.101263474578509,-1.9444853714964747,-8.70729985507884,8.403078296390268,0.8627243293322859,-7.901396780092588,4.4143437356505135,-3.7014095565656797,1.0243361737383707,-5.0706109521894405,-2.412187661675908,19.740608794110095,-4.153902520199818,-1.6196409542329313,0
0,-13.935357183215773,-0.9568596450814688,-16.85467791666979,-4.864804776707896,0.37034508092863827,4.994973904428172,2.534679006191559,-2.2591752410677337,4.093792422764976,-6.4332685160463505,-4.96245814650689,-10.311499036316658,6.423840751276658,6.968626431108772,0.345565101864041,5.764749889587199,0
0,-1.2739089372564405,7.9596882762263945,-14.028595195203835,-11.558823087665443,0.6211904255252871,1.9781123129198308,-2.427149451788593,-6.79965590835916,-7.680878475369964,-3.108810661849745,-1.2109644359173821,-10.861240345325129,1.2398077379077028,3.925994982388974,-2.745738742680657,2.805789294772988,0
